inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id
GRUPO CYGNUS,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/logo-31-20241216094220.jpg,Edificio Sialia,En Planos,270222,"Av. 6 de Agosto 1184, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3325-edificio-sialia-jesus-maria-lima-lima-grupo-cygnus,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/3325-edificio-sialia/departamentos-jesus-maria-675c6f414ead7_xm.jpg,Jesus Maria,150113
TORATTO GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/logo-381-20231027061809.jpg,VERNAZZA,En Planos,337744,JIRON INCA RIPAC Nº 338,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3328-vernazza-jesus-maria-lima-lima-toratto-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/3328-vernazza/departamentos-jesus-maria-672a9d3fbb488_xm.jpg,Jesus Maria,150113
MAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/maxx-grupo-inmobiliario-sac/logo-289-20241120145530.jpg,PRADA,En Planos,425000,AV TIZON Y BUENO 639,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3336-prada-jesus-maria-lima-lima-maxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/maxx-grupo-inmobiliario-sac/3336-prada/departamentos-jesus-maria-67196e926a64a_xm.jpg,Jesus Maria,150113
BALANCE GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/balance-grupo-inmobiliario/logo-304-20231027061807.jpg,GUISSE 1060,En Planos,281000,Jiron Almte. Jorge Martin Guisse 1060,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3339-guisse-1060-jesus-maria-lima-lima-balance-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/balance-grupo-inmobiliario/3339-guisse-1060/departamentos-jesus-maria-66f1d923da50a_xm.jpg,Jesus Maria,150113
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/logo-87-20231027061800.jpg,Máximo Abril,En Planos,353900,Calle Máximo Abril 576,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3347-maximo-abril-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/3347-maximo-abril/departamentos-jesus-maria-675c96d0b394d_xm.jpg,Jesus Maria,150113
LUGANO,https://e.nexoinmobiliario.pe/customers/proyectos-y-construcciones-lugano-sac/logo-17-20231027061757.jpg,EDIFICIO BLEND,En Planos,250800,AVENIDA HORACIO URTEAGA 1060,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3362-edificio-blend-jesus-maria-lima-lima-lugano,https://e.nexoinmobiliario.pe/customers/proyectos-y-construcciones-lugano-sac/3362-edificio-blend/departamentos-jesus-maria-665f25276a83d_xm.jpg,Jesus Maria,150113
GRUPO SOL,https://e.nexoinmobiliario.pe/customers/gadal-inversiones-sac/logo-250-20231027061804.jpg,NUOVA VITA,En Construcción,472000,Jr. Cahuide 971 Jesús María,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3371-nuova-vita-jesus-maria-lima-lima-grupo-sol,https://e.nexoinmobiliario.pe/customers/gadal-inversiones-sac/3371-nuova-vita/departamentos-jesus-maria-66d78245401de_xm.jpg,Jesus Maria,150113
IFI INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ifi-jetza/logo-409-20231027061810.jpg,NAXOS,En Planos,339000,Jr Huascar 1787,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3376-naxos-jesus-maria-lima-lima-ifi-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ifi-jetza/3376-naxos/departamentos-jesus-maria-671fd33b56b1e_xm.jpg,Jesus Maria,150113
CIUDARIS,https://e.nexoinmobiliario.pe/customers/ciudaris/logo-20-20231027061758.jpg,CIUDARIS I MONET,En Planos,362000,Av. General Santa Cruz 708,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3379-ciudaris-i-monet-jesus-maria-lima-lima-ciudaris,https://e.nexoinmobiliario.pe/customers/ciudaris/3379-ciudaris-i-monet/departamentos-jesus-maria-67093b3178826_xm.jpg,Jesus Maria,150113
LUGANO,https://e.nexoinmobiliario.pe/customers/proyectos-y-construcciones-lugano-sac/logo-17-20231027061757.jpg,ZENNA,En Planos,321771,Av general santa cruz 550,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3386-zenna-jesus-maria-lima-lima-lugano,https://e.nexoinmobiliario.pe/customers/proyectos-y-construcciones-lugano-sac/3386-zenna/departamentos-jesus-maria-6690519917e16_xm.jpg,Jesus Maria,150113
DITRENZZO,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/logo-306-20240527102650.png,HUASCAR,En Planos,424468,Jr. Huáscar 2162,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3396-huascar-jesus-maria-lima-lima-ditrenzzo,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/3396-huascar/departamentos-jesus-maria-670049ce2caca_xm.jpg,Jesus Maria,150113
MARTE,https://e.nexoinmobiliario.pe/customers/marte-grupo-inmobiliario/logo-60-20231027061759.jpg,Zircon,En Planos,608525,Jr. Nazca 704,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3397-zircon-jesus-maria-lima-lima-marte,https://e.nexoinmobiliario.pe/customers/marte-grupo-inmobiliario/3397-zircon/departamentos-jesus-maria-67615a2e0be80_xm.jpg,Jesus Maria,150113
GRUPO CYGNUS,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/logo-31-20241216094220.jpg,Alicanto,En Planos,282678,Jr. General Canterac 279 283 Jesús María,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3398-alicanto-jesus-maria-lima-lima-grupo-cygnus,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/3398-alicanto/departamentos-jesus-maria-675c6c975b411_xm.jpg,Jesus Maria,150113
FORTEM GESTORA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria-sac/logo-549-20240722115859.png,NEO LLOQUE,En Planos,311600,Jr. Lloque Yupanqui 1241,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3414-neo-lloque-jesus-maria-lima-lima-fortem-gestora-inmobiliaria,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria-sac/3414-neo-lloque/departamentos-jesus-maria-66ad4d3fe2562_xm.jpg,Jesus Maria,150113
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20240917125426.jpg,Cannelle,En Planos,374486,Av de la Policía 603,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3472-cannelle-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3472-cannelle/departamentos-jesus-maria-67329c4186995_xm.jpg,Jesus Maria,150113
BRAZIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/constructora-e-inmobiliaria-brazil-sac/logo-263-20231027061805.jpg,Alejandria,En Planos,306101,Jirón Capac Yupanqui  a076  ( 1057-1059 ),https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3485-alejandria-jesus-maria-lima-lima-brazil-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/constructora-e-inmobiliaria-brazil-sac/3485-alejandria/departamentos-jesus-maria-6703f98ae00a5_xm.jpg,Jesus Maria,150113
VITTORIA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/grupo-victoria/logo-500-20240815120014.png,TALARA702,En Planos,264500,talara 702,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3500-talara702-jesus-maria-lima-lima-vittoria-inmobiliaria,https://e.nexoinmobiliario.pe/customers/grupo-victoria/3500-talara702/departamentos-jesus-maria-6734e3ae4a74f_xm.jpg,Jesus Maria,150113
LUGANO,https://e.nexoinmobiliario.pe/customers/proyectos-y-construcciones-lugano-sac/logo-17-20231027061757.jpg,LUNA,En Planos,328000,Jirón Inca Ripac 350 - 372,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3503-luna-jesus-maria-lima-lima-lugano,https://e.nexoinmobiliario.pe/customers/proyectos-y-construcciones-lugano-sac/3503-luna/departamentos-jesus-maria-67002e30a5121_xm.jpg,Jesus Maria,150113
VARSOVIA INVERSIONES,https://e.nexoinmobiliario.pe/customers/inversiones-generales-varsovia-s-a/logo-285-20231027061806.jpg,Central Life - Santo Domingo,En Construcción,432000,Jiron Santo Domingo 275,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3514-central-life-santo-domingo-jesus-maria-lima-lima-varsovia-inversiones,https://e.nexoinmobiliario.pe/customers/inversiones-generales-varsovia-s-a/3514-central-life-santo-domingo/departamentos-jesus-maria-67088b4fe8c2d_xm.jpg,Jesus Maria,150113
PAZ,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/logo-22-20231027061758.jpg,MEDINA,En Planos,284896,AV. REBAGLIATI 405,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3517-medina-jesus-maria-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/3517-medina/departamentos-jesus-maria-6736510b5fd64_xm.jpg,Jesus Maria,150113
DITRENZZO,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/logo-306-20240527102650.png,Huáscar 21,En Planos,335323,"Jr. Huáscar 2121, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3554-huascar-21-jesus-maria-lima-lima-ditrenzzo,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/3554-huascar-21/departamentos-jesus-maria-673754c9c1ded_xm.jpg,Jesus Maria,150113
MAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/maxx-grupo-inmobiliario-sac/logo-289-20241120145530.jpg,BEYOND,En Planos,298500,JESUS MARIA ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3589-beyond-jesus-maria-lima-lima-maxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/maxx-grupo-inmobiliario-sac/3589-beyond/departamentos-jesus-maria-676438f68aa41_xm.jpg,Jesus Maria,150113
CIUDARIS,https://e.nexoinmobiliario.pe/customers/ciudaris/logo-20-20231027061758.jpg,CIUDARIS - OLIVE PARK,En Planos,422000,Av. San Felipe 485,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3600-ciudaris-olive-park-jesus-maria-lima-lima-ciudaris,https://e.nexoinmobiliario.pe/customers/ciudaris/3600-ciudaris-olive-park/departamentos-jesus-maria-6748d8af28177_xm.jpg,Jesus Maria,150113
CIMENTARES GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/cimentares-grupo-inmobiliario/logo-334-20231027061807.jpg,RESIDENCIAL FRUTALES,Entrega Inmediata,895440,Av.Los Frutales Nº 819 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1628-residencial-frutales-la-molina-lima-lima-cimentares-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/cimentares-grupo-inmobiliario/1628-residencial-frutales/departamentos-la-molina-609ec7e7efff3_xm.jpg,La Molina,150114
VIVANS INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/vivans-inmobiliaria/logo-516-20231027061818.jpg,Próximo,En Planos,530500,"Calle Antibes 125, cruce con Los Jilgueros, La Molina",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3293-proximo-la-molina-lima-lima-vivans-inmobiliaria,https://e.nexoinmobiliario.pe/customers/vivans-inmobiliaria/3293-proximo/departamentos-la-molina-65ea1a060dd7d_xm.jpg,La Molina,150114
QOLONO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/qolono-inmobiliaria/logo-291-20231027061806.jpg,Lagunas 265,En Planos,1222858,Jr. El Mástil 265 La Molina,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3498-lagunas-265-la-molina-lima-lima-qolono-inmobiliaria,https://e.nexoinmobiliario.pe/customers/qolono-inmobiliaria/3498-lagunas-265/departamentos-la-molina-66f4adada185f_xm.jpg,La Molina,150114
SENDA,https://e.nexoinmobiliario.pe/customers/senda-inmobiliaria/logo-65-20231027061759.jpg,AUDACITY,Entrega Inmediata,325500,Javier Prado Este No. 1501 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1695-audacity-la-victoria-lima-lima-senda,https://e.nexoinmobiliario.pe/customers/senda-inmobiliaria/1695-audacity/departamentos-la-victoria-661ef550c440e_xm.jpg,La Victoria,150115
PAZ,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/logo-22-20231027061758.jpg,Escala,Entrega Inmediata,408943,Avenida Galvez Barrenechea 200,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2059-escala-la-victoria-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/2059-escala/departamentos-la-victoria-662bc394db33d_xm.jpg,La Victoria,150115
URBANA PERÚ,https://e.nexoinmobiliario.pe/customers/urbana-peru/logo-84-20231027061800.jpg,Hope,Entrega Inmediata,360484,A.V Canada 1075 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2075-hope-la-victoria-lima-lima-urbana-perú,https://e.nexoinmobiliario.pe/customers/urbana-peru/2075-hope/departamentos-la-victoria-6769c8f6d8057_xm.jpg,La Victoria,150115
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20231027061803.jpg,Elant Fase 2,En Construcción,283000,"Av. Canadá 185, La Victoria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2194-elant-fase-2-la-victoria-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/2194-elant-fase-2/departamentos-la-victoria-664fe2e79ba62_xm.jpg,La Victoria,150115
PAZ,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/logo-22-20231027061758.jpg,Residencial Real,Entrega Inmediata,241997,Av. Paseo de la República 1233,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2295-residencial-real-la-victoria-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/2295-residencial-real/departamentos-la-victoria-665f247257afd_xm.jpg,La Victoria,150115
URBANA PERÚ,https://e.nexoinmobiliario.pe/customers/urbana-peru/logo-84-20231027061800.jpg,TEMPO 2,Entrega Inmediata,388358,Av. Paseo de la República 2099 – Santa Catalina,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2340-tempo-2-la-victoria-lima-lima-urbana-perú,https://e.nexoinmobiliario.pe/customers/urbana-peru/2340-tempo-2/departamentos-la-victoria-6769e103d533d_xm.jpg,La Victoria,150115
GRUPO SOL,https://e.nexoinmobiliario.pe/customers/gadal-inversiones-sac/logo-250-20231027061804.jpg,GREEN VIEW,Entrega Inmediata,579000,Jr. Luis espejo 1053,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2384-green-view-la-victoria-lima-lima-grupo-sol,https://e.nexoinmobiliario.pe/customers/gadal-inversiones-sac/2384-green-view/departamentos-la-victoria-6728dfe429628_xm.jpg,La Victoria,150115
PISONAY INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/the-pisonay-company-s-a-c/logo-441-20231027061811.jpg,STRONG,Entrega Inmediata,409900,Enrique leon garcia 295,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2433-strong-la-victoria-lima-lima-pisonay-inmobiliaria,https://e.nexoinmobiliario.pe/customers/the-pisonay-company-s-a-c/2433-strong/departamentos-la-victoria-667b60734bc20_xm.jpg,La Victoria,150115
HPC INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/hpc-inmobiliaria/logo-166-20231027061802.jpg,ON APARTMENTS - Etapa 2,Entrega Inmediata,398282,Av. Paseo de la República N° 1453 - 1459 Esq. Los Topacios,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2439-on-apartments-etapa-2-la-victoria-lima-lima-hpc-inmobiliaria,https://e.nexoinmobiliario.pe/customers/hpc-inmobiliaria/2439-on-apartments-segunda-etapa/departamentos-la-victoria-6227d41abac67_xm.jpg,La Victoria,150115
STELLA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/logo-398-20231027061810.jpg,ALDANA BELLA,Entrega Inmediata,298826,AV LUIS ALDANA 255-257,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2580-aldana-bella-la-victoria-lima-lima-stella-inmobiliaria,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/2580-aldana-bonita/departamentos-la-victoria-62aa172fe8cc7_xm.jpg,La Victoria,150115
ARTECO,https://e.nexoinmobiliario.pe/customers/arteco/logo-21-20231027061758.jpg,Midtown,En Construcción,330000,"Jirón Luis Sáenz 180, La Victoria 15034",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2620-midtown-la-victoria-lima-lima-arteco,https://e.nexoinmobiliario.pe/customers/arteco/2620-midtown/departamentos-la-victoria-669ee77b453a0_xm.jpg,La Victoria,150115
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/logo-87-20231027061800.jpg,Sauco,En Construcción,305600,Av. Javier Prado Este 1091,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/2678-sauco/departamentos-la-victoria-675c950405aae_xm.jpg,La Victoria,150115
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20231027061803.jpg,Hara (Etapa 5),En Construcción,257000,"Calle Fermin tanguis 160, La victoria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/2698-hara-etapa-5/departamentos-la-victoria-664fe47538c13_xm.jpg,La Victoria,150115
QUATRO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ef-grupo-inmobiliario/logo-27-20231027061758.jpg,COR TOWER,En Construcción,383233,"Avenida José de Rivadeneyra 1093, La Victoria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2741-cor-tower-la-victoria-lima-lima-quatro-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ef-grupo-inmobiliario/2741-cor-tower/departamentos-la-victoria-669a8df66ec88_xm.jpg,La Victoria,150115
GDC INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/gdc-peru/logo-421-20240712163859.jpg,Park Prado,En Construcción,291626,Av Javier Prado Este 1035,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria,https://e.nexoinmobiliario.pe/customers/gdc-peru/2775-park-prado/departamentos-la-victoria-675a03e292129_xm.jpg,La Victoria,150115
HL DESARROLLOS INMOBILIARIOS,https://e.nexoinmobiliario.pe/customers/hpc-di/logo-474-20241002172403.png,Family Apartments,En Construcción,278405,Jr. Alberto Barton 270 Esq. Jr. Ricardo Flores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2796-family-apartments-la-victoria-lima-lima-hl-desarrollos-inmobiliarios,https://e.nexoinmobiliario.pe/customers/hpc-di/2796-family-apartments/departamentos-la-victoria-6581d18cc0e72_xm.jpg,La Victoria,150115
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20231027061803.jpg,ZENDAI,En Construcción,281125,Jiron Francisco Graña 153,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2847-zendai-la-victoria-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/2847-zendai/departamentos-la-victoria-65ea68ee729ad_xm.jpg,La Victoria,150115
PAZ,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/logo-22-20231027061758.jpg,Residencial Real Etapa 2,En Construcción,237567,"Jr. Francia N° 130, La Victoria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2911-residencial-real-etapa-2-la-victoria-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/2911-residencial-real-etapa-2/departamentos-la-victoria-669dc40ea7c66_xm.jpg,La Victoria,150115
BALANCE GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/balance-grupo-inmobiliario/logo-304-20231027061807.jpg,HERCELLES,En Planos,234000,Jirón Oswaldo Hercelles 266,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3119-hercelles-la-victoria-lima-lima-balance-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/balance-grupo-inmobiliario/3119-hercelles/departamentos-la-victoria-672e503f9c95d_xm.jpg,La Victoria,150115
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20240205185740.png,Catalina Sky,En Planos,180580,Av. Javier Prado Este con Av. Nicolas Arriola ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3470-catalina-sky-la-victoria-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/3470-catalina-sky/departamentos-la-victoria-66e4bf6c18791_xm.jpg,La Victoria,150115
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20240917125426.jpg,Pino,En Planos,181532,Av. Nicolas Arriola 198,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3579-pino-la-victoria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3579-pino/departamentos-la-victoria-673d570d43e77_xm.jpg,La Victoria,150115
