inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id
SEMBRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/logo-428-20241129155138.jpeg,Piknik Park,En Construcción,394700,Avenida Paseo de la republica 5613,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2417-piknik-park-miraflores-lima-lima-sembra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/2417-piknik-park/departamentos-miraflores-63fcd7c40cc4f_xm.jpg,Miraflores,150122
PROCITY,https://e.nexoinmobiliario.pe/customers/procity-grupo-inmobiliario/logo-146-20231027061801.jpg,MAR D´AMALFI,En Construcción,669901,"Av. Ricardo Palma 877,  San Antonio",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2478-mar-d-amalfi-miraflores-lima-lima-procity,https://e.nexoinmobiliario.pe/customers/procity-grupo-inmobiliario/2478-mar-d-amalfi/departamentos-miraflores-67193a4f9a86f_xm.jpg,Miraflores,150122
CONSTRUCTORA INARCO,https://e.nexoinmobiliario.pe/customers/inarco/logo-203-20231027061803.jpg,SONHOS,En Construcción,483000,"Av. Arequipa 4821, Miraflores",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2490-sonhos-miraflores-lima-lima-constructora-inarco,https://e.nexoinmobiliario.pe/customers/inarco/2490-sonhos/departamentos-miraflores-6356d869145f3_xm.jpg,Miraflores,150122
BELGICA EDIFICACIONES,https://e.nexoinmobiliario.pe/customers/belgica-edificaciones-s-a/logo-11-20231027061757.jpg,Barrio Verde,Entrega Inmediata,726686,mendiburu 573,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2491-barrio-verde-miraflores-lima-lima-belgica-edificaciones,https://e.nexoinmobiliario.pe/customers/belgica-edificaciones-s-a/2491-barrio-verde/departamentos-miraflores-64407e5dd0bb5_xm.jpg,Miraflores,150122
VALICO,https://e.nexoinmobiliario.pe/customers/valico-sac/logo-33-20231027061758.jpg,Strada,Entrega Inmediata,1156890,Lord Nelson 130,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2495-strada-miraflores-lima-lima-valico,https://e.nexoinmobiliario.pe/customers/valico-sac/2495-strada/departamentos-miraflores-62716486bf54e_xm.jpg,Miraflores,150122
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,LUMIERE,Entrega Inmediata,919363,"Av. Paseo de la República 6349, Urb. San Antonio",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2508-lumiere-miraflores-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2508-lumiere/departamentos-miraflores-62b27b4abd5ac_xm.jpg,Miraflores,150122
INMOBILIARIA ARES,https://e.nexoinmobiliario.pe/customers/inmobiliaria-ares-sac/logo-307-20231027061807.jpg,CENTRIK,En Construcción,478123,"Scipion Llona 250, Miraflores",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2509-centrik-miraflores-lima-lima-inmobiliaria-ares,https://e.nexoinmobiliario.pe/customers/inmobiliaria-ares-sac/2509-centrik/departamentos-miraflores-6650ccc700283_xm.jpg,Miraflores,150122
CONSTRUCTORA INARCO,https://e.nexoinmobiliario.pe/customers/inarco/logo-203-20231027061803.jpg,HENKO,En Construcción,627000,"Ca. Grimaldo Del Solar 701, esquina Ca. Manco Capac ",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2570-henko-miraflores-lima-lima-constructora-inarco,https://e.nexoinmobiliario.pe/customers/inarco/2570-henko/departamentos-miraflores-64b8203918767_xm.jpg,Miraflores,150122
AURORA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/grupo-aurora/logo-228-20231027061803.jpg,Malecón Acacias,En Construcción,1108480,Calle Las Acacias N° 230,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2573-malecon-acacias-miraflores-lima-lima-aurora-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/grupo-aurora/2573-malecon-acacias/departamentos-miraflores-62f661470982f_xm.jpg,Miraflores,150122
INMOBILIARIA DIEGAL,https://e.nexoinmobiliario.pe/customers/inmobiliaria-diegal/logo-453-20231027061812.jpg,RAMON ZAVALA II,En Construcción,807762,CALLE RAMON ZAVALA CON JOSE GALVEZ 897,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2578-ramon-zavala-ii-miraflores-lima-lima-inmobiliaria-diegal,https://e.nexoinmobiliario.pe/customers/inmobiliaria-diegal/2578-ramon-zavala-ii/departamentos-miraflores-62c12f5cba3cb_xm.jpg,Miraflores,150122
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,MANDRA,En Construcción,416980,Av. del Ejercito 1190,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2588-mandra-miraflores-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2588-mandra/departamentos-miraflores-6372b8e7019fb_xm.jpg,Miraflores,150122
AURORA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/grupo-aurora/logo-228-20231027061803.jpg,Parque Blume,En Construcción,915961,Calle Capitán Quiñones N° 189,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2590-parque-blume-miraflores-lima-lima-aurora-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/grupo-aurora/2590-parque-blume/departamentos-miraflores-655698e2df0fc_xm.jpg,Miraflores,150122
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,PARDO 669,En Construcción,426000,Av. José Pardo 669 Miraflores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2617-pardo-669-miraflores-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2617-pardo-669/departamentos-miraflores-66c4d35821781_xm.jpg,Miraflores,150122
EDIFICA,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/logo-47-20231027061759.jpg,ART 28,En Construcción,499356,Av. 28 Julio 815 Miraflores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2635-art-28-miraflores-lima-lima-edifica,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/2635-art-28/departamentos-miraflores-632a49350f6a3_xm.jpg,Miraflores,150122
STELLA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/logo-398-20231027061810.jpg,ROSARIO IN,En Planos,719648,calle el rosario 342 -346 urb el rosario ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2642-rosario-in-miraflores-lima-lima-stella-inmobiliaria,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/2642-rosario-in/departamentos-miraflores-65aaa4f3694de_xm.jpg,Miraflores,150122
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,LARCO 791,En Construcción,834000, Av. Larco 791 - Miraflores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2652-larco-791-miraflores-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2652-larco-791/departamentos-miraflores-66c4d40ec43f0_xm.jpg,Miraflores,150122
MC INVERSIONES INMOBILIARIAS,https://e.nexoinmobiliario.pe/customers/mc-inversiones-inmobiliarias-sac/logo-465-20231027061813.jpg,AGUIRRE 166,Entrega Inmediata,626808,Calle Elías Aguirre 166,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2674-aguirre-166-miraflores-lima-lima-mc-inversiones-inmobiliarias,https://e.nexoinmobiliario.pe/customers/mc-inversiones-inmobiliarias-sac/2674-aguirre-166/departamentos-miraflores-674a1915067a6_xm.jpg,Miraflores,150122
LABOK GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/bertolotto-investments-s-a-c/logo-292-20231027061806.jpg,Santa Isabel 147,En Construcción,764855,Santa Isabel 147,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2693-santa-isabel-147-miraflores-lima-lima-labok-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/bertolotto-investments-s-a-c/2693-santa-isabel-147/departamentos-miraflores-63110c1380850_xm.jpg,Miraflores,150122
VIVE CONSTRUCTORA,https://e.nexoinmobiliario.pe/customers/vive-constructora/logo-445-20231005115708.jpg,PROYECTO COBIAN,Entrega Inmediata,323190,Calle Alfonso Cobian N° 110,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2712-proyecto-cobian-miraflores-lima-lima-vive-constructora,https://e.nexoinmobiliario.pe/customers/vive-constructora/2712-proyecto-cobian/departamentos-miraflores-67606583591e0_xm.jpg,Miraflores,150122
CITIA,https://e.nexoinmobiliario.pe/customers/ingenieria-de-la-construccion-sac/logo-119-20231027061800.jpg,BENAVIDES 30,En Planos,466900,Av. Benavides 3066,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2756-benavides-30-miraflores-lima-lima-citia,https://e.nexoinmobiliario.pe/customers/ingenieria-de-la-construccion-sac/2756-benavides-30/departamentos-miraflores-636ac39d68215_xm.jpg,Miraflores,150122
PAZ,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/logo-22-20231027061758.jpg,Central - Apartments La Mar,En Construcción,555134,Av. Mariscal La Mar 1062,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2779-central-apartments-la-mar-miraflores-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz-centenario-s-a/2779-central-apartments-la-mar/departamentos-miraflores-662bc61f824ed_xm.jpg,Miraflores,150122
LATERAL,https://e.nexoinmobiliario.pe/customers/lateral/logo-390-20231027061810.jpg,LORD NELSON 419,En Planos,1106615,Calle Lord Nelson N° 419 esq. con Calle Mariscal Sucre N° 183,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2782-lord-nelson-419-miraflores-lima-lima-lateral,https://e.nexoinmobiliario.pe/customers/lateral/2782-lord-nelson-419/departamentos-miraflores-6398ff4cb6f51_xm.jpg,Miraflores,150122
ALERCES INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/los-alerces/logo-183-20241113094029.png,Founder,En Planos,489000,Av. Ejercito 741 - 747,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2798-founder-miraflores-lima-lima-alerces-inmobiliaria,https://e.nexoinmobiliario.pe/customers/los-alerces/2798-founder/departamentos-miraflores-6734bcd33dedc_xm.jpg,Miraflores,150122
GRUPO CHACARILLA SUR,https://e.nexoinmobiliario.pe/customers/grupo-chacarilla-sur/logo-478-20240207131648.jpg,Fanning 358,En Construcción,817089,Calle Juan Fanning 358,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2807-fanning-358-miraflores-lima-lima-grupo-chacarilla-sur,https://e.nexoinmobiliario.pe/customers/grupo-chacarilla-sur/2807-fanning-358/departamentos-miraflores-6453f8830b9e5_xm.jpg,Miraflores,150122
TECTONICA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/tectonica-grupo-inmobiliario/logo-486-20231027061814.jpg,DOMUM,En Construcción,620000,Calle Victor Maldonado Begazo 580 Miraflores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2862-domum-miraflores-lima-lima-tectonica-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/tectonica-grupo-inmobiliario/2862-domum/departamentos-miraflores-640679cd4a7c6_xm.jpg,Miraflores,150122
SEMBRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/logo-428-20241129155138.jpeg,Rosario 240,En Construcción,604049,Calle Rosario 240,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2880-rosario-240-miraflores-lima-lima-sembra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/2880-rosario-240/departamentos-miraflores-6408d1c784ee4_xm.jpg,Miraflores,150122
URBANA PERÚ,https://e.nexoinmobiliario.pe/customers/urbana-peru/logo-84-20231027061800.jpg,Abstract,En Construcción,389010,Casimiro ulloa 328,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2920-abstract-miraflores-lima-lima-urbana-perú,https://e.nexoinmobiliario.pe/customers/urbana-peru/2920-abstract/departamentos-miraflores-6769a4c7311b6_xm.jpg,Miraflores,150122
