inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id,fecha,medidas,tipo,dormitorios
ARTECO,https://e.nexoinmobiliario.pe/customers/arteco/logo-21-20231027061758.jpg,Elysée,En Planos,394000,Av. Brasil 2260,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2953-elysee-pueblo-libre-lima-lima-arteco,https://e.nexoinmobiliario.pe/customers/arteco/2953-elysee/departamentos-pueblo-libre-66f487f92a16d_xm.jpg,Pueblo Libre,150121,"25 de Noviembre, 2025",56.50 a 71.51 m2,Departamento,2 a 3 dormitorios
FCM CONSTRUCCIONES,https://e.nexoinmobiliario.pe/customers/fcm-construcciones/logo-383-20231027061809.jpg,Ascenza,En Construcción,264400,Av. Mariano Cornejo 1685,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3017-ascenza-pueblo-libre-lima-lima-fcm-construcciones,https://e.nexoinmobiliario.pe/customers/fcm-construcciones/3017-ascenza/departamentos-pueblo-libre-674f908db80a2_xm.jpg,Pueblo Libre,150121,"30 de Septiembre, 2025",38.50 a 77.34 m2,Departamento,1 a 3 dormitorios
VITTORIA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/grupo-victoria/logo-500-20240815120014.png,JJPASOS155,Entrega Inmediata,365000,JR. JUAN JOSE PASO 155,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3018-jjpasos155-pueblo-libre-lima-lima-vittoria-inmobiliaria,https://e.nexoinmobiliario.pe/customers/grupo-victoria/3018-jjpasos155/departamentos-pueblo-libre-66e326325b5ce_xm.jpg,Pueblo Libre,150121,"30 de Julio, 2024",53.30 a 53.30 m2,Departamento,2 a 2 dormitorios
ANDIAMO,https://e.nexoinmobiliario.pe/customers/andiamo-investments/logo-293-20231027061806.jpg,Edificio Piana,En Planos,268000,AV. SIMON BOLIVAR 105 PUEBLO LIBRE,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3036-edificio-piana-pueblo-libre-lima-lima-andiamo,https://e.nexoinmobiliario.pe/customers/andiamo-investments/3036-edificio-piana/departamentos-pueblo-libre-670199a415a0c_xm.jpg,Pueblo Libre,150121,"31 de Marzo, 2026",32.60 a 61.98 m2,Departamento,1 a 2 dormitorios
CONSTRUCTORA MALLORCA,https://e.nexoinmobiliario.pe/customers/constructora-mallorca-s-a-c/logo-511-20241206101204.jpg,8 DE OCTUBRE,En Construcción,311025,JR 8 DE OCTUBRE 310 (EX AMAZONAS) PUEBLO LIBRE,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3110-8-de-octubre-pueblo-libre-lima-lima-constructora-mallorca,https://e.nexoinmobiliario.pe/customers/constructora-mallorca-s-a-c/3110-8-de-octubre/departamentos-pueblo-libre-6758b17f42803_xm.jpg,Pueblo Libre,150121,"31 de Diciembre, 2025",52.00 a 171.00 m2,Departamento,1 a 4 dormitorios
OPTIMUS INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/constructora-e-inmobiliaria-optimus-s-a-c/logo-241-20231027061804.jpg,EDIFICIO OMBÚ,En Planos,180000,Pedro Torres Malarin 522-524,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3179-edificio-ombu-pueblo-libre-lima-lima-optimus-inmobiliaria,https://e.nexoinmobiliario.pe/customers/constructora-e-inmobiliaria-optimus-s-a-c/3179-edificio-ombu/departamentos-pueblo-libre-65567c29376dc_xm.jpg,Pueblo Libre,150121,"31 de Octubre, 2025",27.26 a 111.32 m2,Departamento,1 a 3 dormitorios
RB ARQUITECTURA,https://e.nexoinmobiliario.pe/customers/rb-arquitectura-y-construccion/logo-139-20231027061801.jpg,Hernández 1273,En Planos,240000,Jirón Daniel Hernández N° 1273,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3198-hernandez-1273-pueblo-libre-lima-lima-rb-arquitectura,https://e.nexoinmobiliario.pe/customers/rb-arquitectura-y-construccion/3198-hernandez-1273/departamentos-pueblo-libre-6630011604ba7_xm.jpg,Pueblo Libre,150121,"15 de Julio, 2025",41.25 a 139.15 m2,Departamento,1 a 3 dormitorios
JEJ FOMENTA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/jej-fomenta-inmobiliaria/logo-524-20231127180517.png,Pizarro 1399,Entrega Inmediata,338530,Jr. Gral Jose Ramon Pizarro 1399 Pueblo Libre,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3213-pizarro-1399-pueblo-libre-lima-lima-jej-fomenta-inmobiliaria,https://e.nexoinmobiliario.pe/customers/jej-fomenta-inmobiliaria/3213-pizarro-1399/departamentos-pueblo-libre-655fc5358ecd8_xm.jpg,Pueblo Libre,150121,"31 de Julio, 2024",48.80 a 158.97 m2,Departamento,2 a 3 dormitorios
JK INVERSIONES INMOBILIARIAS,https://e.nexoinmobiliario.pe/customers/jk-inversiones-inmobiliarias-sac/logo-404-20231027061810.jpg,Residencial SIENNA,En Planos,290000,Jiron General Clovis 627,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3225-residencial-sienna-pueblo-libre-lima-lima-jk-inversiones-inmobiliarias,https://e.nexoinmobiliario.pe/customers/jk-inversiones-inmobiliarias-sac/3225-residencial-sienna/departamentos-pueblo-libre-65b819ebeaf42_xm.jpg,Pueblo Libre,150121,"31 de Diciembre, 2025",41.12 a 113.16 m2,Departamento,1 a 4 dormitorios
INVERSIONES TIERRA BLANCA,https://e.nexoinmobiliario.pe/customers/inversiones-tierra-blanca-sac/logo-475-20231027061813.jpg,GARDEN 482,En Planos,245800,"Granada 482, Pueblo Libre",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3244-garden-482-pueblo-libre-lima-lima-inversiones-tierra-blanca,https://e.nexoinmobiliario.pe/customers/inversiones-tierra-blanca-sac/3244-garden-482/departamentos-pueblo-libre-65fc9b787d7c8_xm.jpg,Pueblo Libre,150121,"31 de Diciembre, 2025",34.80 a 92.80 m2,Departamento,1 a 3 dormitorios
CONCRETA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/concreta-grupo-inmobiliario/logo-408-20231027061810.jpg,Parque Rospigliosi,En Construcción,535000,Parque Rospigliosi  140,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3247-parque-rospigliosi-pueblo-libre-lima-lima-concreta-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/concreta-grupo-inmobiliario/3247-parque-rospigliosi/departamentos-pueblo-libre-67071fbccb7d5_xm.jpg,Pueblo Libre,150121,"28 de Febrero, 2025",80.00 a 167.00 m2,Departamento,3 a 3 dormitorios
MS INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ms-constructores/logo-81-20231027061800.jpg,LIENZO PARK & LIVE,En Construcción,289000,Calle Daniel Hernandez 925-927-931-935,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3252-lienzo-park-live-pueblo-libre-lima-lima-ms-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ms-constructores/3252-lienzo-park-live/departamentos-pueblo-libre-674f25907a689_xm.jpg,Pueblo Libre,150121,"31 de Julio, 2025",38.70 a 155.10 m2,Departamento,1 a 3 dormitorios
PLATINUM GROUP INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/platinum-group-inmobiliaria-sac/logo-315-20240217141946.jpg,THE LANDMARK,En Construcción,439880,Av. General Vivanco N°1077-1083,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3259-the-landmark-pueblo-libre-lima-lima-platinum-group-inmobiliaria,https://e.nexoinmobiliario.pe/customers/platinum-group-inmobiliaria-sac/3259-the-landmark/departamentos-pueblo-libre-676989813dcf4_xm.jpg,Pueblo Libre,150121,"31 de Enero, 2025",70.30 a 115.82 m2,Departamento,3 a 3 dormitorios
