inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id,fecha,medidas,tipo,dormitorios
TRIBECA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tribeca-inmobiliaria/logo-469-20240117125307.png,CENTRAL PARK,En Construcción,368990,Av. Arenales 1387,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tribeca-inmobiliaria/2715-central-park/departamentos-cercado-de-lima-66d5f8087d16c_xm.jpg,Cercado de lima,150101,"31 de Julio, 2025",50.72 a 105.28 m2,Departamento,2 a 3 dormitorios
IMAGINA,https://e.nexoinmobiliario.pe/customers/inversiones-inmobiliarias-del-peru-s-a/logo-186-20240103165124.jpg,Concepto Urban Park,Entrega Inmediata,464128,Av. Petit Thouars 1140,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2727-concepto-urban-park-cercado-de-lima-lima-lima-imagina,https://e.nexoinmobiliario.pe/customers/inversiones-inmobiliarias-del-peru-s-a/2727-concepto-urban-park-ii/departamentos-cercado-de-lima-6696f6b366524_xm.jpg,Cercado de lima,150101,"30 de Junio, 2024",66.63 a 79.47 m2,Departamento,2 a 3 dormitorios
CIUDARIS,https://e.nexoinmobiliario.pe/customers/ciudaris/logo-20-20231027061758.jpg,CIUDARIS  I  ICONIK PARK,En Construcción,339000,Mariano Carranza 436,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2767-ciudaris-i-iconik-park-cercado-de-lima-lima-lima-ciudaris,https://e.nexoinmobiliario.pe/customers/ciudaris/2767-ciudaris-i-iconik-park/departamentos-cercado-de-lima-67093a1e2cf46_xm.jpg,Cercado de lima,150101,"31 de Julio, 2025",40.20 a 137.30 m2,Departamento,1 a 3 dormitorios
LOS PORTALES DEPARTAMENTOS,https://e.nexoinmobiliario.pe/customers/los-portales-construye-s-a-c/logo-350-20231027061808.jpg,Gran Central Colonial II,En Construcción,239262,"Av. Óscar R. Benavides 2140, Cercado de Lima",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2825-gran-central-colonial-ii-cercado-de-lima-lima-lima-los-portales-departamentos,https://e.nexoinmobiliario.pe/customers/los-portales-construye-s-a-c/2825-gran-central-colonial-ii/departamentos-cercado-de-lima-6531663867ec9_xm.jpg,Cercado de lima,150101,"31 de Octubre, 2025",40.28 a 70.31 m2,Departamento,1 a 3 dormitorios
CANTABRIA,https://e.nexoinmobiliario.pe/customers/inmobiliaria-cantabria-sac/logo-23-20231027061758.jpg,DUETTO 846 - FASE II,En Construcción,320000,Av. Alejandro Bertello 846,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2888-duetto-846-fase-ii-cercado-de-lima-lima-lima-cantabria,https://e.nexoinmobiliario.pe/customers/inmobiliaria-cantabria-sac/2888-duetto-846-fase-ii/departamentos-pueblo-libre-66904faa0cc55_xm.jpg,Cercado de lima,150101,"30 de Abril, 2025",47.80 a 73.00 m2,Departamento,1 a 3 dormitorios
INVERSIONES TIERRA BLANCA,https://e.nexoinmobiliario.pe/customers/inversiones-tierra-blanca-sac/logo-475-20231027061813.jpg,ALBORADA,En Construcción,432000,Jr. Plutón N° 875 (esquina con Jr. Mercurio),https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2892-alborada-cercado-de-lima-lima-lima-inversiones-tierra-blanca,https://e.nexoinmobiliario.pe/customers/inversiones-tierra-blanca-sac/2892-alborada/departamentos-cercado-de-lima-66902f5848002_xm.jpg,Cercado de lima,150101,"31 de Diciembre, 2024",66.50 a 153.80 m2,Departamento,3 a 4 dormitorios
IMAGINA,https://e.nexoinmobiliario.pe/customers/inversiones-inmobiliarias-del-peru-s-a/logo-186-20240103165124.jpg,Alto Lima Park,En Construcción,313968,Av. Oscar R. Benavides 1106,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2907-alto-lima-park-cercado-de-lima-lima-lima-imagina,https://e.nexoinmobiliario.pe/customers/inversiones-inmobiliarias-del-peru-s-a/2907-alto-lima-park/departamentos-cercado-de-lima-6696f709b8a69_xm.jpg,Cercado de lima,150101,"31 de Diciembre, 2024",64.05 a 77.69 m2,Departamento,3 a 3 dormitorios
INVENT,https://e.nexoinmobiliario.pe/customers/invent/logo-268-20231027061805.jpg,Nueva Metrópolis,En Planos,279070,"Av. Alejandro Tirado 344, Santa Beatriz",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2912-nueva-metropolis-cercado-de-lima-lima-lima-invent,https://e.nexoinmobiliario.pe/customers/invent/2912-nueva-metropolis/departamentos-cercado-de-lima-67096ceaef02f_xm.jpg,Cercado de lima,150101,"31 de Octubre, 2026",42.03 a 110.22 m2,Departamento,1 a 2 dormitorios
BRAZIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/constructora-e-inmobiliaria-brazil-sac/logo-263-20231027061805.jpg,Santorini,En Construcción,268849,Av. Alejandro Tirado 731,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/constructora-e-inmobiliaria-brazil-sac/2965-santorini/departamentos-cercado-de-lima-67015635527e9_xm.jpg,Cercado de lima,150101,"01 de Marzo, 2026",42.46 a 109.58 m2,Departamento,1 a 3 dormitorios
INVERSIONES TIERRA BLANCA,https://e.nexoinmobiliario.pe/customers/inversiones-tierra-blanca-sac/logo-475-20231027061813.jpg,THE PARK,En Construcción,381000,Santa Mariana de Paredes 494,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2989-the-park-cercado-de-lima-lima-lima-inversiones-tierra-blanca,https://e.nexoinmobiliario.pe/customers/inversiones-tierra-blanca-sac/2989-the-park/departamentos-cercado-de-lima-64f75582b0fb8_xm.jpg,Cercado de lima,150101,"31 de Agosto, 2025",61.50 a 84.50 m2,Departamento,2 a 3 dormitorios
ALBAMAR GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/logo-108-20231027061800.jpg,Albamar | Arenales,En Construcción,262400,Av. Arenales 1093,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2996-albamar-arenales-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/2996-albamar-arenales/departamentos-cercado-de-lima-66acf9539b41d_xm.jpg,Cercado de lima,150101,"30 de Noviembre, 2025",29.65 a 130.88 m2,Departamento,1 a 3 dormitorios
QUATRO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ef-grupo-inmobiliario/logo-27-20231027061758.jpg,Urban Tower 3,En Planos,349967,Avenida Mariano Cornejo 1824,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3001-urban-tower-3-cercado-de-lima-lima-lima-quatro-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ef-grupo-inmobiliario/3001-urban-tower-3/departamentos-cercado-de-lima-669a997aba68c_xm.jpg,Cercado de lima,150101,"31 de Diciembre, 2025",50.80 a 91.50 m2,Departamento,2 a 3 dormitorios
MARTE,https://e.nexoinmobiliario.pe/customers/marte-grupo-inmobiliario/logo-60-20231027061759.jpg,Amatista,En Planos,217566,Av. Brasil 325,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3008-amatista-cercado-de-lima-lima-lima-marte,https://e.nexoinmobiliario.pe/customers/marte-grupo-inmobiliario/3008-amatista/departamentos-cercado-de-lima-64cd1ba606227_xm.jpg,Cercado de lima,150101,"31 de Diciembre, 2025",28.58 a 107.80 m2,Departamento,1 a 3 dormitorios
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20231027061803.jpg,Qantua Fase 1,En Planos,437122,jr lampa 1237,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3027-qantua-fase-1-cercado-de-lima-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/3027-qantua/departamentos-cercado-de-lima-667da10144713_xm.jpg,Cercado de lima,150101,"31 de Diciembre, 2025",57.27 a 75.33 m2,Departamento,2 a 3 dormitorios
TM GESTION INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tm-gestion-inmobiliaria-sac/logo-172-20231027061802.jpg,Jardines de Santa Beatriz - Etapa II,En Construcción,304140,Jose Galvez 1212,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3035-jardines-de-santa-beatriz-etapa-ii-cercado-de-lima-lima-lima-tm-gestion-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tm-gestion-inmobiliaria-sac/3035-jardines-de-santa-beatriz-torre-b/departamentos-cercado-de-lima-64d1576ab4188_xm.jpg,Cercado de lima,150101,"30 de Abril, 2025",42.19 a 68.16 m2,Departamento,2 a 3 dormitorios
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,MINIMAL,En Planos,212625,Av. Arequipa 1444,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3053-minimal-cercado-de-lima-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/3053-minimal/departamentos-cercado-de-lima-661fe5ed4d0e5_xm.jpg,Cercado de lima,150101,"30 de Noviembre, 2026",22.13 a 75.74 m2,Departamento,1 a 3 dormitorios
PADOVA,https://e.nexoinmobiliario.pe/customers/inversiones-padova-sac/logo-25-20231027061758.jpg,HELIO SANTA BEATRIZ,En Construcción,257503,Enrique Villar 830 Cercado de Lima.,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3186-helio-santa-beatriz-cercado-de-lima-lima-lima-padova,https://e.nexoinmobiliario.pe/customers/inversiones-padova-sac/3186-helio-santa-beatriz/departamentos-cercado-de-lima-668da0ce0152b_xm.jpg,Cercado de lima,150101,"01 de Octubre, 2026",35.51 a 50.74 m2,Departamento,1 a 2 dormitorios
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20240917125426.jpg,Tulipán,En Construcción,191329,"Av. Petit Thouars 980, Lima 15046",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3209-tulipan-cercado-de-lima-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3209-tulipan/departamentos-cercado-de-lima-65cfd06ba0069_xm.jpg,Cercado de lima,150101,"18 de Noviembre, 2026",27.48 a 71.71 m2,Departamento,1 a 3 dormitorios
PROMSAL,https://e.nexoinmobiliario.pe/customers/promsal-s-a-c/logo-316-20231027061807.jpg,Cool Living,En Planos,213579,Manuel del pino 265,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3298-cool-living-cercado-de-lima-lima-lima-promsal,https://e.nexoinmobiliario.pe/customers/promsal-s-a-c/3298-cool-living/departamentos-cercado-de-lima-661d5bc4f2855_xm.jpg,Cercado de lima,150101,"30 de Julio, 2027",31.83 a 118.09 m2,Departamento,1 a 3 dormitorios
BESCO,https://e.nexoinmobiliario.pe/customers/besco-s-a-c/logo-68-20231027061759.jpg,CENTRIQO CLUB CONDOMINIO ECOAMIGABLE,En Planos,278100,Av. Republica De Venezuela 2505,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3321-centriqo-club-condominio-ecoamigable-cercado-de-lima-lima-lima-besco,https://e.nexoinmobiliario.pe/customers/besco-s-a-c/3321-centriqo-club-condominio-ecoamigable/departamentos-cercado-de-lima-67094a655637f_xm.jpg,Cercado de lima,150101,"30 de Septiembre, 2025",64.75 a 142.00 m2,Departamento,3 a 3 dormitorios
MY HOME,https://e.nexoinmobiliario.pe/customers/my-home-organizacion-inmobiliaria-sac/logo-85-20231027061800.jpg,NOVO 3,En Planos,272000,jirón José Gálvez 950 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3381-novo-3-cercado-de-lima-lima-lima-my-home,https://e.nexoinmobiliario.pe/customers/my-home-organizacion-inmobiliaria-sac/3381-novo-3/departamentos-cercado-de-lima-6692b250eb721_xm.jpg,Cercado de lima,150101,"15 de Diciembre, 2026",33.00 a 70.00 m2,Departamento,1 a 3 dormitorios
ALBAMAR GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/logo-108-20231027061800.jpg,Albamar | Re+,En Planos,175100,"Av. Oscar R. Benavides 1740, Cercado de lima",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3385-albamar-re-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/3385-albamar-re-aviva/departamentos-cercado-de-lima-66ad0d4542e1c_xm.jpg,Cercado de lima,150101,"12 de Diciembre, 2026",30.94 a 74.76 m2,Departamento,1 a 3 dormitorios
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20231027061803.jpg,Qantua Fase 2,En Planos,311446,jr lampa 1237,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3452-qantua-fase-2-cercado-de-lima-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/3452-qantua-fase-2/departamentos-cercado-de-lima-66cd0e4870214_xm.jpg,Cercado de lima,150101,"30 de Junio, 2026",40.21 a 101.45 m2,Departamento,1 a 3 dormitorios
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/logo-87-20231027061800.jpg,Cedro 33,En Planos,232300,Av Colonial 2200,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3453-cedro-33-cercado-de-lima-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/3453-cedro-33/departamentos-cercado-de-lima-675c9649f3668_xm.jpg,Cercado de lima,150101,"30 de Junio, 2027",49.86 a 65.61 m2,Departamento,2 a 3 dormitorios
PISONAY INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/the-pisonay-company-s-a-c/logo-441-20231027061811.jpg,EVOLUTION,En Planos,224900,Av. Mariano Cornejo 1604,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3466-evolution-cercado-de-lima-lima-lima-pisonay-inmobiliaria,https://e.nexoinmobiliario.pe/customers/the-pisonay-company-s-a-c/3466-evolution/departamentos-cercado-de-lima-66e223307ec38_xm.jpg,Cercado de lima,150101,"30 de Diciembre, 2026",32.04 a 73.32 m2,Departamento,1 a 3 dormitorios
GRUPO MG,https://e.nexoinmobiliario.pe/customers/grupo-mg/logo-164-20231027061802.jpg,CÉNTRICO,En Planos,263600,Jr. Alejandro Tirado 653,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3491-centrico-cercado-de-lima-lima-lima-grupo-mg,https://e.nexoinmobiliario.pe/customers/grupo-mg/3491-centrico/departamentos-cercado-de-lima-67015379e9b56_xm.jpg,Cercado de lima,150101,"30 de Diciembre, 2026",44.75 a 88.39 m2,Departamento,1 a 3 dormitorios
VARTEL CONSTRUCTORA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/vartel-constructora-inmobiliaria-s-a/logo-448-20240109123446.jpg,TRIBECA,Entrega Inmediata,350000,Av. Circunvalación 2935,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2489-tribeca-ate-lima-lima-vartel-constructora-inmobiliaria,https://e.nexoinmobiliario.pe/customers/vartel-constructora-inmobiliaria-s-a/2489-tribeca/departamentos-ate-67321a01dd6ee_xm.jpg,Ate,150103,"30 de Septiembre, 2024",48.00 a 79.00 m2,Departamento,2 a 3 dormitorios
EFICAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/eficaxx/logo-336-20231027061808.jpg,Residencial Salamanca de Monterrico 15,Entrega Inmediata,365120,Calle Canchaque 163,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2742-residencial-salamanca-de-monterrico-15-ate-lima-lima-eficaxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/eficaxx/2742-residencial-salamanca-de-monterrico-15/departamentos-ate-642c689839463_xm.jpg,Ate,150103,"29 de Febrero, 2024",52.16 a 69.66 m2,Departamento,2 a 3 dormitorios
IN URBAN,https://e.nexoinmobiliario.pe/customers/in-urban/logo-410-20240812180039.png,LOS RECAUDADORES 27,Entrega Inmediata,380409,AV PARACAS 876 URB LOS RECAUDADORES SALAMANCA ATE,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2786-los-recaudadores-27-ate-lima-lima-in-urban,https://e.nexoinmobiliario.pe/customers/in-urban/2786-los-recaudadores-27/departamentos-ate-66b3db3666091_xm.jpg,Ate,150103,"31 de Enero, 2024",65.78 a 82.96 m2,Departamento,2 a 3 dormitorios
EFICAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/eficaxx/logo-336-20231027061808.jpg,Residencial Salamanca de Monterrico 17,En Construcción,389020,Calle Los Olmos con Los Helechos ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3037-residencial-salamanca-de-monterrico-17-ate-lima-lima-eficaxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/eficaxx/3037-residencial-salamanca-de-monterrico-17/departamentos-ate-64d27589a7461_xm.jpg,Ate,150103,"31 de Diciembre, 2024",52.57 a 124.45 m2,Departamento,1 a 3 dormitorios
LIDER,https://e.nexoinmobiliario.pe/customers/wr-s-a/logo-46-20231027061759.jpg,Kampu,En Planos,243500,"Av. NN1 cruce con av. Daniel Alcides Carrión, Santa Clara, Ate",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3290-kampu-ate-lima-lima-lider,https://e.nexoinmobiliario.pe/customers/wr-s-a/3290-proyecto-kampu-5ta-etapa/departamentos-ate-65e9f1829a2ad_xm.jpg,Ate,150103,"30 de Noviembre, 2025",65.69 a 79.86 m2,Departamento,3 a 4 dormitorios
EFICAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/eficaxx/logo-336-20231027061808.jpg,Residencial Salamanca de Monterrico 18,En Construcción,350000,Calle Las Avellanas 185,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3351-residencial-salamanca-de-monterrico-18-ate-lima-lima-eficaxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/eficaxx/3351-residencial-salamanca-de-monterrico-18/departamentos-ate-664b6338a2af8_xm.jpg,Ate,150103,"31 de Octubre, 2025",45.01 a 66.67 m2,Departamento,2 a 3 dormitorios
EFICAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/eficaxx/logo-336-20231027061808.jpg,Residencial Salamanca de Monterrico 19,En Planos,327978,Calle Las Tunas 456,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3577-residencial-salamanca-de-monterrico-19-ate-lima-lima-eficaxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/eficaxx/3577-residencial-salamanca-de-monterrico-19/departamentos-ate-673d1b4b64c9d_xm.jpg,Ate,150103,"31 de Julio, 2026",49.32 a 130.15 m2,Departamento,2 a 4 dormitorios
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20240205185740.png,ASPIRIA,En Construcción,255007,Av. El Sol Este 530,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1631-aspiria-barranco-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/1631-aspiria/departamentos-barranco-65e86de960fc0_xm.jpg,Barranco,150104,"19 de Agosto, 2026",24.35 a 83.96 m2,Departamento,1 a 3 dormitorios
INVENT,https://e.nexoinmobiliario.pe/customers/invent/logo-268-20231027061805.jpg,Invent Barranco,Entrega Inmediata,1398720,"AV. Almirante Grau 1310 Barranco, Lima",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1686-invent-barranco-barranco-lima-lima-invent,https://e.nexoinmobiliario.pe/customers/invent/1686-invent-barranco/departamentos-barranco-670969fdf1d8b_xm.jpg,Barranco,150104,"30 de Junio, 2023",149.66 a 149.66 m2,Departamento,3 a 3 dormitorios
EDIFICA,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/logo-47-20231027061759.jpg,Artline,Entrega Inmediata,585110,"Av. Miguel Grau 1130, Barranco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2354-artline-barranco-lima-lima-edifica,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/2354-artline/departamentos-barranco-63854253dd058_xm.jpg,Barranco,150104,"06 de Junio, 2024",54.65 a 133.92 m2,Departamento,2 a 3 dormitorios
CONSTRUCTORA INMOBILIARIA MULTIDEPAS,https://e.nexoinmobiliario.pe/customers/multidepas-sac/logo-318-20231027061807.jpg,BARRANCO URBANO,En Construcción,279000,Av Jorge Chavez 451 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2424-barranco-urbano-barranco-lima-lima-constructora-inmobiliaria-multidepas,https://e.nexoinmobiliario.pe/customers/multidepas-sac/2424-barranco-urbano/departamentos-barranco-65a5b2f14fb07_xm.jpg,Barranco,150104,"28 de Febrero, 2025",42.00 a 172.00 m2,Departamento,1 a 4 dormitorios
INVENT,https://e.nexoinmobiliario.pe/customers/invent/logo-268-20231027061805.jpg,PATRIA,En Construcción,300000,CARLOS ARRIETA 380,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2430-patria-barranco-lima-lima-invent,https://e.nexoinmobiliario.pe/customers/invent/2430-patria/departamentos-barranco-67096c2359d75_xm.jpg,Barranco,150104,"31 de Diciembre, 2024",33.27 a 126.25 m2,Departamento,1 a 3 dormitorios
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,Catalino Etapa I,Entrega Inmediata,493201,"Jr. Progreso 450, Barranco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2517-catalino-etapa-i-barranco-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2517-catalino-etapa-i/departamentos-barranco-63e56034ed3b7_xm.jpg,Barranco,150104,"01 de Junio, 2022",80.89 a 89.10 m2,Departamento,3 a 3 dormitorios
ZAAVIO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/zaavio-inmobiliaria/logo-379-20241203141350.jpg,Arch Two,Entrega Inmediata,403142,Jiron Aurelio Souza 447,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2584-arch-two-barranco-lima-lima-zaavio-inmobiliaria,https://e.nexoinmobiliario.pe/customers/arch-inversiones/2584-arch-two/departamentos-barranco-674dc95846e2d_xm.jpg,Barranco,150104,"30 de Septiembre, 2024",63.05 a 68.83 m2,Departamento,3 a 3 dormitorios
EDIFICA,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/logo-47-20231027061759.jpg,The Sight,En Construcción,615580,"Av. El Sol Oeste 455, Barranco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2818-the-sight-barranco-lima-lima-edifica,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/2818-the-sight/departamentos-barranco-63ec0419846c3_xm.jpg,Barranco,150104,"01 de Julio, 2025",41.46 a 42.69 m2,Departamento,1 a 1 dormitorios
GDC INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/gdc-peru/logo-421-20240712163859.jpg,Casa Barranco 695,En Construcción,435073,Calle Enrique Barrón 695,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2997-casa-barranco-695-barranco-lima-lima-gdc-inmobiliaria,https://e.nexoinmobiliario.pe/customers/gdc-peru/2997-casa-barranco-695/departamentos-barranco-675a043c3f13c_xm.jpg,Barranco,150104,"28 de Febrero, 2025",40.54 a 89.25 m2,Departamento,1 a 3 dormitorios
LIBRE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/libre-inmobiliaria/logo-407-20231027061810.jpg,ARRIETA 271,En Construcción,530630,Carlos Arrieta 271 Barranco,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3057-arrieta-271-barranco-lima-lima-libre-inmobiliaria,https://e.nexoinmobiliario.pe/customers/libre-inmobiliaria/3057-arrieta-271/departamentos-barranco-64e3f7fa69d8e_xm.jpg,Barranco,150104,"31 de Julio, 2025",55.17 a 86.39 m2,Departamento,1 a 2 dormitorios
GDC INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/gdc-peru/logo-421-20240712163859.jpg,Casa Barranco 195,En Construcción,421769,Bustamante 195 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3221-casa-barranco-195-barranco-lima-lima-gdc-inmobiliaria,https://e.nexoinmobiliario.pe/customers/gdc-peru/3221-casa-barranco-195/departamentos-barranco-675a05f5e4584_xm.jpg,Barranco,150104,"30 de Junio, 2025",40.91 a 64.11 m2,Departamento,1 a 2 dormitorios
CALICANTO,https://e.nexoinmobiliario.pe/customers/calicanto/logo-387-20231027061809.jpg,Horne 137,En Planos,315049,Calle Enrique del Horne 137,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3360-horne-137-barranco-lima-lima-calicanto,https://e.nexoinmobiliario.pe/customers/calicanto/3360-horne-137/departamentos-barranco-665502a7216ee_xm.jpg,Barranco,150104,"31 de Diciembre, 2025",40.21 a 137.75 m2,Departamento,1 a 3 dormitorios
FRANCA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/franca-inmobiliaria/logo-565-20241104171712.jpg,Preston,En Planos,280000,Calle San Martin 618 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3530-preston-barranco-lima-lima-franca-inmobiliaria,https://e.nexoinmobiliario.pe/customers/franca-inmobiliaria/3530-preston/departamentos-barranco-672162015018f_xm.jpg,Barranco,150104,"31 de Diciembre, 2026",30.53 a 77.78 m2,Departamento,1 a 2 dormitorios
RB ARQUITECTURA,https://e.nexoinmobiliario.pe/customers/rb-arquitectura-y-construccion/logo-139-20231027061801.jpg,Los Poetas,En Planos,251000,Av. Bolognesi 430,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3545-los-poetas-barranco-lima-lima-rb-arquitectura,https://e.nexoinmobiliario.pe/customers/rb-arquitectura-y-construccion/3545-los-poetas/departamentos-barranco-6745ef296277d_xm.jpg,Barranco,150104,"15 de Diciembre, 2025",40.33 a 61.36 m2,Departamento,1 a 2 dormitorios
QUATRO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ef-grupo-inmobiliario/logo-27-20231027061758.jpg,Family Tower 2,Entrega Inmediata,387957,Avenida República de Portugal 686,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2054-family-tower-2-breña-lima-lima-quatro-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ef-grupo-inmobiliario/2054-family-tower-2/departamentos-brena-669a9d3abff66_xm.jpg,Breña,150105,"28 de Febrero, 2023",64.00 a 68.30 m2,Departamento,3 a 3 dormitorios
CONSTRUCTORA INARCO,https://e.nexoinmobiliario.pe/customers/inarco/logo-203-20231027061803.jpg,MAZ,Entrega Inmediata,377207,Av. Fernandini 960,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2079-maz-breña-lima-lima-constructora-inarco,https://e.nexoinmobiliario.pe/customers/inarco/2079-maz/departamentos-brena-642b7e6bde943_xm.jpg,Breña,150105,"30 de Septiembre, 2024",57.54 a 71.84 m2,Departamento,2 a 3 dormitorios
